"treeid","common_name","age_class","canopy_radius","condition_class","desirability","height_class","overhead_lines","planting_type","root_infringement","stems","gtw_priority","estimated_value","tree_notes","est_pruning_hours","crew","date_inventoried","last_updated","other_species","i_tree_code","genus_species","genus","species","latitude","location_type","location_value","longitude","dedicated","dedication_year","dbh_1","dbh_2","dbh_3","dbh_4","dbh_5","dbh_height","adv_ass_root","adv_ass_stem","vtsa","isa_consequences","isa_failure","isa_fail_impact","isa_impact","isa_risk_rating","plant_part_concern","primary_target","secondary_target","date_rec","rcx","soils_1","soils_2","date_rec_1","prune","pruning_category","pruning_goal_1","pruning_goal_2","pruning_goal_other","pruning_system","date_rec_2","removal","date_rec_3","cable","cable_info","cable_size","date_rec_4","brace_rod","brace_rod_info","date_rec_5","date_rec_6","guy","guy_info","date_rec_7","date_rec_8","pest_disease_type_1","pest_disease_type_2","pest_disease_type_3","pest_disease_type_4","pest_disease_type_5","pest_disease_type_6","defect_other","defect_type_1","defect_type_2","defect_type_3","defect_type_4","defect_type_5","defect_type_6","addr_1","street_num","street_name","city","post_code","state","crn_light_exposure","total_height","tree_site","file_extension","filename","image_type"
446,"Pear-Callery","Mature",,"Poor",0.5,,"Within crown",1,"51-75%",1,"1",1430.66,"",0,"STD","3/5/18","3/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54119537,"Street tree","Fair",-80.17948127,,1,18,0,0,0,0,4.5,"No","No","Yes","Minor","Possible","349","High","Low","Roots","Overhead lines","Building","1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","Remove","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Cavity-stem","Cavity-root flare","","","","","601 Broad St","601","Broad St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
447,"Pear-Callery","Semi-mature",,"Good",0.5,,"Within crown",1,">75%",1,"3",659.4,"",0,"STD","3/5/18","3/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54136421,"Street tree","Fair",-80.17963304,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce density","","Thin:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Poor branch structure","","","","","","434 Centennial Ave","434","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
448,"Pear-Callery","Semi-mature",,"Good",0.5,,"Within crown",1,">75%",1,"3",370.91,"",0,"STD","3/5/18","3/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54143563,"Street tree","Fair",-80.17970083,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce density","","Thin:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Poor branch structure","","","","","","434 Centennial Ave","434","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
449,"Pear-Callery","Semi-mature",,"Good",0.5,,"Within crown",1,">75%",1,"3",504.85,"",0,"STD","3/5/18","3/17/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54151917,"Street tree","Fair",-80.17978668,,1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","Reduce density","Raise:Street;0 ;Thin:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Poor branch structure","","","","","","432 Centennial Ave","432","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
450,"Pear-Callery","Mature",,"Fair",0.5,,"Within crown",1,">75%",1,,1442.44,"",0,"STD","3/5/18","3/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54171017,"Street tree","Fair",-80.17997819,,1,14,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","420 Centennial Ave","420","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
451,"Pear-Callery","Mature",,"Poor",0.5,,"Within crown",1,">75%",1,,1130.4,"",0,"STD","3/5/18","3/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54177469,"Street tree","Fair",-80.18009154,,1,16,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Poor branch structure","Topping/heading cuts","","Wound-branch","","","420 Centennial Ave","420","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
452,"Planetree-London","Mature",,"Poor",0.65,,"Within crown",1,">75%",1,"1",2778.31,"",0,"STD","3/5/18","3/5/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54201137,"Street tree","Fair",-80.18043467,,1,22,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","Remove","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Dieback (moderate)","","","","","400 Centennial Ave","400","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
453,"Pear-Callery","Semi-mature",,"Good",0.5,,"Within crown",1,"51-75%",1,"3",659.4,"",0,"STD","3/5/18","3/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54215501,"Street tree","Fair",-80.18062807,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"Mulch needed","","1900-01-01 00:00:00",1,"Maintenance","Reduce density","","Thin:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Poor branch structure","","","","","","600 Blackburn Rd","600","Blackburn Rd","Sewickley",15143,"PA",5,-1,,"","","Undefined"
454,"Cherry","Young",,"Good",0.55,,"Within crown",1,">75%",1,,102,"",0,"STD","3/5/18","3/5/18","","PR","Prunus sp","Prunus","sp",40.54233627,"Street tree","Fair",-80.18089491,"Yes",1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","535 Blackburn Rd","535","Blackburn Rd","Sewickley",15143,"PA",5,-1,,"","","Undefined"
455,"Cherry-Flowering","Young",,"Good",0.55,,"Within crown",1,">75%",1,"3",181.34,"",0,"STD","3/5/18","3/5/18","","PRSE2","Prunus serrulata","Prunus","serrulata",40.54243065,"Street tree","Fair",-80.18105524,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Develop branch structure","","Structural","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","338 Centennial Ave","338","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
456,"Pear-Callery","Mature",,"Fair",0.5,,"Within crown",1,"51-75%",1,,1243.73,"",0,"STD","3/5/18","3/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54249651,"Street tree","Fair",-80.18115953,"No",1,13,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"Mulch needed","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Poor branch structure","","","","","338 Centennial Ave","338","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
457,"Planetree-London","Mature",,"Poor",0.65,,"Within crown",1,"51-75%",1,,3587.7,"",0,"STD","3/5/18","3/5/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54256993,"Street tree","Fair",-80.18129057,,1,25,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"Mulch needed","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","334 Centennial Ave","334","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
458,"Pear-Callery","Semi-mature",,"Fair",0.5,,"Within crown",1,"51-75%",1,"1",596.11,"",0,"STD","3/5/18","3/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54269681,"Street tree","Fair",-80.18146047,,1,9,0,0,0,0,4.5,"No","No","Yes","Minor","Imminent","Somewhat likely","Low","Low","Branches","Street",,"1900-01-01 00:00:00",,"Mulch needed","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Broken branch(s)","Poor branch structure","","","","","326 Centennial Ave","326","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
459,"Planetree-London","Mature",,"Poor",0.65,,"Within crown",1,"51-75%",1,,4827.6,"",0,"STD","3/5/18","3/5/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54275373,"Street tree","Fair",-80.18155622,,1,29,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"Mulch needed","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Sidewalk lifting-minor","","","","","326 Centennial Ave","326","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
460,"Pear-Callery","Semi-mature",,"Good",0.5,,"Within crown",1,"51-75%",1,"3",659.4,"",0,"STD","3/5/18","3/17/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54281235,"Street tree","Fair",-80.18165588,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce density","","Thin:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Poor branch structure","","","","","","322 Centennial Ave","322","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
461,"Planetree-London","Mature",,"Poor",0.65,,"Within crown",1,"51-75%",1,,5759.03,"",0,"STD","3/5/18","3/5/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54294604,"Street tree","Fair",-80.1818427,,1,32,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Sidewalk lifting-minor","","","","","314 Centennial Ave","314","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
462,"Maple-Red","Semi-mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,,2637.6,"",0,"STD","3/5/18","3/17/18","","ACRU","Acer rubrum","Acer","rubrum",40.54303742,"Street tree","Fair",-80.18198395,,1,16,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Girdling roots present (moderate)","","","","","310 Centennial Ave","310","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
463,"Planetree-London","Mature",,"Fair",0.65,,"Within crown",1,"51-75%",1,,9011.01,"",0,"STD","3/5/18","3/5/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54308813,"Street tree","Fair",-80.18205224,,1,31,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","306 Centennial Ave","306","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
464,"Cherry-Flowering","Young",,"Good",0.55,,"Within crown",1,"51-75%",1,,181.34,"",0,"STD","3/5/18","3/5/18","","PRSE2","Prunus serrulata","Prunus","serrulata",40.54320103,"Street tree","Fair",-80.18221358,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"Mulch needed","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","304 Centennial Ave","304","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
465,"Pear-Callery","Semi-mature",,"Good",0.5,,"Within crown",1,"51-75%",1,"3",1030.31,"",0,"STD","3/5/18","3/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54335883,"Street tree","Fair",-80.18240429,,1,10,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"Mulch needed","","1900-01-01 00:00:00",1,"Maintenance","Reduce density","","Thin:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Poor branch structure","","","","","","222 Centennial Ave","222","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
466,"Planetree-London","Mature",,"Fair",0.65,,"Within crown",1,"51-75%",1,"1",11866.24,"",0,"STD","3/5/18","3/5/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54346688,"Street tree","Fair",-80.18253654,,1,36,0,0,0,0,4.5,"No","No","Yes","Severe","Imminent","Unlikely","Very low","Low","Branches","Sidewalk",,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Broken branch(s)","","","","","218 Centennial Ave","218","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
467,"Planetree-London","Mature",,"Fair",0.65,,"Within crown",1,"51-75%",1,,7500.67,"",0,"STD","3/5/18","3/5/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54354481,"Street tree","Fair",-80.18260486,,1,28,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Cavity-stem","","","","","","214 Centennial Ave","214","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
468,"Planetree-London","Mature",,"Fair",0.65,,"Within crown",1,"51-75%",1,"2",8610.47,"",0,"STD","3/5/18","3/5/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54361492,"Street tree","Fair",-80.182692,,1,30,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Broken branch(s)","Dead branches >2","","","","","522 Grove St","522","Grove St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
469,"Pear-Callery","Mature",,"Good",0.5,,"Within crown",1,"51-75%",1,"3",2637.6,"",0,"STD","3/5/18","3/5/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54379764,"Street tree","Fair",-80.18287786,,1,16,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce density","","Thin:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Poor branch structure","","","","","","522 Grove St","522","Grove St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
470,"Horsechestnut-Common","Mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,,6964.91,"",0,"STD","3/6/18","3/6/18","","AEHI","Aesculus hippocastanum","Aesculus","hippocastanum",40.5440068,"Street tree","Fair",-80.18308443,,1,26,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Sidewalk lifting-minor","Wound-root","","","","136 Centennial Ave","136","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
471,"Horsechestnut-Common","Mature",,"Poor",0.7,,"Within crown",1,"51-75%",1,"1",5563.69,"",0,"STD","3/6/18","3/17/18","","AEHI","Aesculus hippocastanum","Aesculus","hippocastanum",40.54405212,"Street tree","Fair",-80.18313599,,1,30,0,0,0,0,4.5,"No","No","Yes","Significant","Possible","Unlikely","Medium","Low","Stem","Street","Building","1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","Remove","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Cavity-stem","","","","","","136 Centennial Ave","136","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
472,"Horsechestnut-Common","Mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,,8077.65,"",0,"STD","3/6/18","3/17/18","","AEHI","Aesculus hippocastanum","Aesculus","hippocastanum",40.5442009,"Street tree","Fair",-80.1832962,,1,28,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Wound-stem","Dead branches >2","","","","","136 Centennial Ave","136","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
473,"Lilac-Japanese Tree","Young",,"Good",0.75,,"Within crown",1,"51-75%",1,,247.28,"",0,"STD","3/6/18","3/6/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54433503,"Street tree","Fair",-80.18342915,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","136 Centennial Ave","136","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
474,"Horsechestnut-Common","Mature",,"Poor",0.7,,"Within crown",1,"51-75%",1,"1",4178.95,"",0,"STD","3/6/18","3/6/18","","AEHI","Aesculus hippocastanum","Aesculus","hippocastanum",40.54439752,"Street tree","Fair",-80.18348214,,1,26,0,0,0,0,4.5,"No","No","Yes","Significant","Probable","Somewhat likely","Medium","Moderate","Stem","Street",,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","Remove","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Wound-stem","Cavity-stem","","Dead branches >2","","","136 Centennial Ave","136","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
475,"Lilac-Japanese Tree","Young",,"Good",0.75,,"Within crown",1,"51-75%",1,,247.28,"",0,"STD","3/6/18","3/6/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54446067,"Street tree","Fair",-80.18354167,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","136 Centennial Ave","136","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
476,"Lilac-Japanese Tree","Young",,"Good",0.75,,"Within crown",1,"51-75%",1,,247.28,"",0,"STD","3/6/18","3/6/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54452641,"Street tree","Fair",-80.18360645,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","130 Centennial Ave","130","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
477,"Lilac-Japanese Tree","Young",,"Good",0.75,,"Within crown",1,"51-75%",1,,139.09,"",0,"STD","3/6/18","3/6/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54467669,"Street tree","Fair",-80.18376501,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","130 Centennial Ave","130","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
478,"Lilac-Japanese Tree","Young",,"Good",0.75,,"Within crown",1,"51-75%",1,,139.09,"",0,"STD","3/6/18","3/6/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54472985,"Street tree","Fair",-80.18384147,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","130 Centennial Ave","130","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
479,"Lilac-Japanese Tree","Young",,"Good",0.75,,"Within crown",1,"51-75%",1,,139.09,"",0,"STD","3/6/18","3/17/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54478073,"Street tree","Fair",-80.1838913,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","130 Centennial Ave","130","Centennial Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
